match_id,ball_type,draw_bracket_value,draw_name,draw_team_type,tournament_name,date,score,winner_1_name,winner_1_gender,winner_1_third_party_id,winner_1_city,winner_1_country,winner_1_state,winner_2_name,winner_2_gender,winner_2_third_party_id,winner_2_city,winner_2_state,loser_1_name,loser_1_gender,loser_1_third_party_id,loser_1_city,loser_1_state,loser_1_country,loser_2_name,loser_2_gender,loser_2_third_party_id,loser_2_city,loser_2_state,outcome,id_type,draw_gender,draw_bracket_type,draw_type,tournament_city,tournament_state,tournament_country_code,tournament_host,tournament_location_type,tournament_surface,tournament_event_category,tournament_event_grade,tournament_import_source,tournament_sanction_body,winner_2_country,winner_2_college,loser_2_country,loser_2_college,tournament_event_type,winner_1_college,loser_1_college,tournament_url,winner_1_dob,winner_2_dob,loser_1_dob,loser_2_dob,tournament_country,tournament_start_date,tournament_end_date,winner_team,loser_team,team_score,winner_team_type,loser_team_type
,Yellow,,#2 Singles,Singles,Dual Match: Rollins College vs New College of Florida - Women,04/16/2026,"6-0, 6-1;","Can, Nisan",F,,,,,,,,,,"Cardona-Carballosa, Camila",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Rollins College,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/rollins-college/boxscore/838,,,,,USA,04/16/2026,04/16/2026,Rollins College,New College of Florida,7-0;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: Rollins College vs New College of Florida - Women,04/16/2026,"6-3, 2-6, 1-0(6);","Tilipman, Lorin",F,,,,,,,,,,"Schulte, Emilia",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Rollins College,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/rollins-college/boxscore/838,,,,,USA,04/16/2026,04/16/2026,Rollins College,New College of Florida,7-0;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: Rollins College vs New College of Florida - Women,04/16/2026,"7-5, 6-1;","Abdulloeva, Amina",F,,,,,,,,,,"Rogel, Itza",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Rollins College,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/rollins-college/boxscore/838,,,,,USA,04/16/2026,04/16/2026,Rollins College,New College of Florida,7-0;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: Rollins College vs New College of Florida - Women,04/16/2026,"6-0, 6-1;","Eckstein, Sydney",F,,,,,,,,,,"Sibrikova, Alexandra",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Rollins College,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/rollins-college/boxscore/838,,,,,USA,04/16/2026,04/16/2026,Rollins College,New College of Florida,7-0;,College,College
,Yellow,,#6 Singles,Singles,Dual Match: Rollins College vs New College of Florida - Women,04/16/2026,"6-0, 6-0;","Sallick, Annie",F,,,,,,,,,,"Rizzo, Gia",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Rollins College,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/rollins-college/boxscore/838,,,,,USA,04/16/2026,04/16/2026,Rollins College,New College of Florida,7-0;,College,College
,Yellow,,#1 Doubles,Doubles,Dual Match: Saint Leo University vs New College of Florida - Women,02/26/2026,6-4;,"Rogel, Itza",F,,,,,"Schulte, Emilia",F,,,,"Bernier, Candice",F,,,,,"Rabatin, Catherine",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,New College of Florida,,Saint Leo University,Dual Match,New College of Florida,Saint Leo University,https://gomightybanyans.com/sports/womens-tennis/stats/2026/saint-leo-university/boxscore/819,,,,,USA,02/26/2026,02/26/2026,Saint Leo University,New College of Florida,6-1;,College,College
,Yellow,,#2 Doubles,Doubles,Dual Match: Saint Leo University vs New College of Florida - Women,02/26/2026,6-2;,"Keller, Camila",F,,,,,"Ozel, Deren",F,,,,"Cardona-Carballosa, Camila",F,,,,,"Chellas, Madeleine",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,Saint Leo University,,New College of Florida,Dual Match,Saint Leo University,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/saint-leo-university/boxscore/819,,,,,USA,02/26/2026,02/26/2026,Saint Leo University,New College of Florida,6-1;,College,College
,Yellow,,#3 Doubles,Doubles,Dual Match: Saint Leo University vs New College of Florida - Women,02/26/2026,6-0;,"Bettinelli, Arianna",F,,,,,"Fernandini, Allie",F,,,,"Sibrikova, Alexandra",F,,,,,"Rizzo, Gia",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,Saint Leo University,,New College of Florida,Dual Match,Saint Leo University,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/saint-leo-university/boxscore/819,,,,,USA,02/26/2026,02/26/2026,Saint Leo University,New College of Florida,6-1;,College,College
,Yellow,,#1 Singles,Singles,Dual Match: Saint Leo University vs New College of Florida - Women,02/26/2026,"6-1, 6-2;","Bernier, Candice",F,,,,,,,,,,"Cardona-Carballosa, Camila",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Saint Leo University,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/saint-leo-university/boxscore/819,,,,,USA,02/26/2026,02/26/2026,Saint Leo University,New College of Florida,6-1;,College,College
,Yellow,,#2 Singles,Singles,Dual Match: Saint Leo University vs New College of Florida - Women,02/26/2026,"6-4, 6-3;","Chellas, Madeleine",F,,,,,,,,,,"Ozel, Deren",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,New College of Florida,Saint Leo University,https://gomightybanyans.com/sports/womens-tennis/stats/2026/saint-leo-university/boxscore/819,,,,,USA,02/26/2026,02/26/2026,Saint Leo University,New College of Florida,6-1;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: Saint Leo University vs New College of Florida - Women,02/26/2026,"1-6, 6-2, 6-3;","Novak, Nicol",F,,,,,,,,,,"Schulte, Emilia",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Saint Leo University,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/saint-leo-university/boxscore/819,,,,,USA,02/26/2026,02/26/2026,Saint Leo University,New College of Florida,6-1;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: Saint Leo University vs New College of Florida - Women,02/26/2026,"6-4, 3-6, 6-3;","Fernandini, Allie",F,,,,,,,,,,"Rogel, Itza",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Saint Leo University,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/saint-leo-university/boxscore/819,,,,,USA,02/26/2026,02/26/2026,Saint Leo University,New College of Florida,6-1;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: Saint Leo University vs New College of Florida - Women,02/26/2026,"6-0, 6-0;","Bettinelli, Arianna",F,,,,,,,,,,"Sibrikova, Alexandra",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Saint Leo University,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/saint-leo-university/boxscore/819,,,,,USA,02/26/2026,02/26/2026,Saint Leo University,New College of Florida,6-1;,College,College
,Yellow,,#2 Singles,Singles,Dual Match: Loyola University Maryland vs College of the Holy Cross - Women,"April 12, 2026","6-1, 6-2;","Hartley, Elena",F,,,,,,,,,,"Flynn, Hannah",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Loyola University Maryland,College of the Holy Cross,https://goholycross.com/documents/2026/4/15/WTEN_vs._Loyola__Md.__4.12.26.pdf,,,,,USA,"April 12, 2026","April 12, 2026",Loyola University Maryland,College of the Holy Cross,4-0;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: Loyola University Maryland vs College of the Holy Cross - Women,"April 12, 2026","6-2, 6-1;","Matriccino, Mia",F,,,,,,,,,,"Winiecki, Margaret",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Loyola University Maryland,College of the Holy Cross,https://goholycross.com/documents/2026/4/15/WTEN_vs._Loyola__Md.__4.12.26.pdf,,,,,USA,"April 12, 2026","April 12, 2026",Loyola University Maryland,College of the Holy Cross,4-0;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: Loyola University Maryland vs College of the Holy Cross - Women,"April 12, 2026","6-4, 3-2;","Epps, Victoria",F,,,,,,,,,,"Hamm, Maddie",F,,,,,,,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Loyola University Maryland,College of the Holy Cross,https://goholycross.com/documents/2026/4/15/WTEN_vs._Loyola__Md.__4.12.26.pdf,,,,,USA,"April 12, 2026","April 12, 2026",Loyola University Maryland,College of the Holy Cross,4-0;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: Loyola University Maryland vs College of the Holy Cross - Women,"April 12, 2026",1-1;,"Roeck, Emma",F,,,,,,,,,,"Zilora, Ashley",F,,,,,,,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Loyola University Maryland,College of the Holy Cross,https://goholycross.com/documents/2026/4/15/WTEN_vs._Loyola__Md.__4.12.26.pdf,,,,,USA,"April 12, 2026","April 12, 2026",Loyola University Maryland,College of the Holy Cross,4-0;,College,College
,Yellow,,#6 Singles,Singles,Dual Match: Loyola University Maryland vs College of the Holy Cross - Women,"April 12, 2026",1-0;,"Tankimovich, Liza",F,,,,,,,,,,"Romo, Mia",F,,,,,,,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Loyola University Maryland,College of the Holy Cross,https://goholycross.com/documents/2026/4/15/WTEN_vs._Loyola__Md.__4.12.26.pdf,,,,,USA,"April 12, 2026","April 12, 2026",Loyola University Maryland,College of the Holy Cross,4-0;,College,College
,Yellow,,#1 Doubles,Doubles,Dual Match: Lafayette College vs College of the Holy Cross - Women,"March 22, 2026",6-4;,"Ganchi, Hanna",F,,,,,"Perdomo, Alyssa",F,,,,"Devine, Phoebe",F,,,,,"Zilora, Ashley",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,Lafayette College,,College of the Holy Cross,Dual Match,Lafayette College,College of the Holy Cross,https://goholycross.com/documents/2026/3/22/WTEN_vs._Lafayette_3.22.26.pdf,,,,,USA,"March 22, 2026","March 22, 2026",Lafayette College,College of the Holy Cross,4-1;,College,College
,Yellow,,#2 Doubles,Doubles,Dual Match: Lafayette College vs College of the Holy Cross - Women,"March 22, 2026",4-4;,"Bald, Sophia",F,,,,,"Bauer, Ally",F,,,,"Romo, Mia",F,,,,,"Lynn, Alison",F,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,Lafayette College,,College of the Holy Cross,Dual Match,Lafayette College,College of the Holy Cross,https://goholycross.com/documents/2026/3/22/WTEN_vs._Lafayette_3.22.26.pdf,,,,,USA,"March 22, 2026","March 22, 2026",Lafayette College,College of the Holy Cross,4-1;,College,College
,Yellow,,#3 Doubles,Doubles,Dual Match: Lafayette College vs College of the Holy Cross - Women,"March 22, 2026",6-3;,"Pacheco, Sophia",F,,,,,"Romaniello, Maria",F,,,,"Hamm, Maddie",F,,,,,"Flynn, Hannah",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,Lafayette College,,College of the Holy Cross,Dual Match,Lafayette College,College of the Holy Cross,https://goholycross.com/documents/2026/3/22/WTEN_vs._Lafayette_3.22.26.pdf,,,,,USA,"March 22, 2026","March 22, 2026",Lafayette College,College of the Holy Cross,4-1;,College,College
,Yellow,,#1 Singles,Singles,Dual Match: Lafayette College vs College of the Holy Cross - Women,"March 22, 2026","7-6, 3-6;","Devine, Phoebe",F,,,,,,,,,,"Ganchi, Hanna",F,,,,,,,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,College of the Holy Cross,Lafayette College,https://goholycross.com/documents/2026/3/22/WTEN_vs._Lafayette_3.22.26.pdf,,,,,USA,"March 22, 2026","March 22, 2026",Lafayette College,College of the Holy Cross,4-1;,College,College
,Yellow,,#2 Singles,Singles,Dual Match: Lafayette College vs College of the Holy Cross - Women,"March 22, 2026","7-6, 6-4;","Perdomo, Alyssa",F,,,,,,,,,,"Flynn, Hannah",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Lafayette College,College of the Holy Cross,https://goholycross.com/documents/2026/3/22/WTEN_vs._Lafayette_3.22.26.pdf,,,,,USA,"March 22, 2026","March 22, 2026",Lafayette College,College of the Holy Cross,4-1;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: Lafayette College vs College of the Holy Cross - Women,"March 22, 2026","6-3, 6-4;","Winiecki, Margaret",F,,,,,,,,,,"Pacheco, Sophia",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,College of the Holy Cross,Lafayette College,https://goholycross.com/documents/2026/3/22/WTEN_vs._Lafayette_3.22.26.pdf,,,,,USA,"March 22, 2026","March 22, 2026",Lafayette College,College of the Holy Cross,4-1;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: Lafayette College vs College of the Holy Cross - Women,"March 22, 2026","6-3, 6-3;","Bald, Sophia",F,,,,,,,,,,"Zilora, Ashley",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Lafayette College,College of the Holy Cross,https://goholycross.com/documents/2026/3/22/WTEN_vs._Lafayette_3.22.26.pdf,,,,,USA,"March 22, 2026","March 22, 2026",Lafayette College,College of the Holy Cross,4-1;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: Lafayette College vs College of the Holy Cross - Women,"March 22, 2026","7-5, 3-3;","Hamm, Maddie",F,,,,,,,,,,"Waldman, Alexandra",F,,,,,,,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,College of the Holy Cross,Lafayette College,https://goholycross.com/documents/2026/3/22/WTEN_vs._Lafayette_3.22.26.pdf,,,,,USA,"March 22, 2026","March 22, 2026",Lafayette College,College of the Holy Cross,4-1;,College,College
,Yellow,,#6 Singles,Singles,Dual Match: Lafayette College vs College of the Holy Cross - Women,"March 22, 2026","6-1, 6-3;","Romaniello, Maria",F,,,,,,,,,,"Romo, Mia",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Lafayette College,College of the Holy Cross,https://goholycross.com/documents/2026/3/22/WTEN_vs._Lafayette_3.22.26.pdf,,,,,USA,"March 22, 2026","March 22, 2026",Lafayette College,College of the Holy Cross,4-1;,College,College
,Yellow,,#1 Doubles,Doubles,Dual Match: Flagler College vs Barry University - Men,05/24/2026,6-3;,"Borlee, Ilian",M,,,,,"Malis, Simon",M,,,,"Trione, Riccardo",M,,,,,"Cavalleri, Simone",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,Flagler College,,Barry University,Dual Match,Flagler College,Barry University,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/flagler/boxscore/15144,,,,,USA,05/24/2026,05/24/2026,Flagler College,Barry University,4-3;,College,College
,Yellow,,#2 Singles,Singles,Dual Match: Claremont-Mudd-Scripps Colleges vs Case Western Reserve University - Men,5/20/2026,"7-5, 7-5;","Pham, Warren",M,,,,,,,,,,"Plunkett, Matthew",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Claremont-Mudd-Scripps Colleges,Case Western Reserve University,https://cmsathletics.org/sports/mens-tennis/stats/2025-26/case-western-reserve-university/boxscore/10185,,,,,USA,5/20/2026,5/20/2026,Claremont-Mudd-Scripps Colleges,Case Western Reserve University,4-2;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: Claremont-Mudd-Scripps Colleges vs Case Western Reserve University - Men,5/20/2026,"6-4, 6-3;","Wilson, Henry",M,,,,,,,,,,"Devaraj, Anmay",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Claremont-Mudd-Scripps Colleges,Case Western Reserve University,https://cmsathletics.org/sports/mens-tennis/stats/2025-26/case-western-reserve-university/boxscore/10185,,,,,USA,5/20/2026,5/20/2026,Claremont-Mudd-Scripps Colleges,Case Western Reserve University,4-2;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: Claremont-Mudd-Scripps Colleges vs Case Western Reserve University - Men,5/20/2026,"3-6, 7-5, 1-0;","Shah, Ansh",M,,,,,,,,,,"Raja, Sibi",M,,,,,,,,,,Unfinished,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Case Western Reserve University,Claremont-Mudd-Scripps Colleges,https://cmsathletics.org/sports/mens-tennis/stats/2025-26/case-western-reserve-university/boxscore/10185,,,,,USA,5/20/2026,5/20/2026,Claremont-Mudd-Scripps Colleges,Case Western Reserve University,4-2;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: Claremont-Mudd-Scripps Colleges vs Case Western Reserve University - Men,5/20/2026,"6-1, 5-7, 6-2;","Matorin, Rowan",M,,,,,,,,,,"Kim, Josh",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Case Western Reserve University,Claremont-Mudd-Scripps Colleges,https://cmsathletics.org/sports/mens-tennis/stats/2025-26/case-western-reserve-university/boxscore/10185,,,,,USA,5/20/2026,5/20/2026,Claremont-Mudd-Scripps Colleges,Case Western Reserve University,4-2;,College,College
,Yellow,,#6 Singles,Singles,Dual Match: Claremont-Mudd-Scripps Colleges vs Case Western Reserve University - Men,5/20/2026,"7-6(4), 6-2;","Kodumuri, Amrith",M,,,,,,,,,,"Ware, Bryce",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Claremont-Mudd-Scripps Colleges,Case Western Reserve University,https://cmsathletics.org/sports/mens-tennis/stats/2025-26/case-western-reserve-university/boxscore/10185,,,,,USA,5/20/2026,5/20/2026,Claremont-Mudd-Scripps Colleges,Case Western Reserve University,4-2;,College,College
,Yellow,,#1 Doubles,Doubles,Dual Match: Azusa Pacific University vs University of Indianapolis - Men,5/20/2026,6-2;,"Ayllon Prado, Asier",M,,,,,"Derache, Mathieu",M,,,,"Grandke, Soeren",M,,,,,"Pinoit, Mathys",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,University of Indianapolis,,Azusa Pacific University,Dual Match,University of Indianapolis,Azusa Pacific University,https://athletics.uindy.edu/sports/mens-tennis/stats/2025-26/azusa-pacific/boxscore/14399,,,,,USA,5/20/2026,5/20/2026,Azusa Pacific University,University of Indianapolis,4-3;,College,College
,Yellow,,#2 Doubles,Doubles,Dual Match: Azusa Pacific University vs University of Indianapolis - Men,5/20/2026,6-4;,"Brownlee, David Jame",M,,,,,"Craenenbroeck, Vikto",M,,,,"Gaggiofatto, Tadeo",M,,,,,"Shelbaya, Zaid",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,Azusa Pacific University,,University of Indianapolis,Dual Match,Azusa Pacific University,University of Indianapolis,https://athletics.uindy.edu/sports/mens-tennis/stats/2025-26/azusa-pacific/boxscore/14399,,,,,USA,5/20/2026,5/20/2026,Azusa Pacific University,University of Indianapolis,4-3;,College,College
,Yellow,,#3 Doubles,Doubles,Dual Match: Azusa Pacific University vs University of Indianapolis - Men,5/20/2026,7-5;,"Crespo, Joan",M,,,,,"Marci, Christopher",M,,,,"Di Cursi, Lorenzo",M,,,,,"Matovic, Jovan",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,Azusa Pacific University,,University of Indianapolis,Dual Match,Azusa Pacific University,University of Indianapolis,https://athletics.uindy.edu/sports/mens-tennis/stats/2025-26/azusa-pacific/boxscore/14399,,,,,USA,5/20/2026,5/20/2026,Azusa Pacific University,University of Indianapolis,4-3;,College,College
,Yellow,,#1 Singles,Singles,Dual Match: Azusa Pacific University vs University of Indianapolis - Men,5/20/2026,"6-2, 6-4;","Grandke, Soeren",M,,,,,,,,,,"Ayllon Prado, Asier",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Azusa Pacific University,University of Indianapolis,https://athletics.uindy.edu/sports/mens-tennis/stats/2025-26/azusa-pacific/boxscore/14399,,,,,USA,5/20/2026,5/20/2026,Azusa Pacific University,University of Indianapolis,4-3;,College,College
,Yellow,,#2 Singles,Singles,Dual Match: Azusa Pacific University vs University of Indianapolis - Men,5/20/2026,"6-1, 6-2;","Gaggiofatto, Tadeo",M,,,,,,,,,,"Pinoit, Mathys",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,University of Indianapolis,Azusa Pacific University,https://athletics.uindy.edu/sports/mens-tennis/stats/2025-26/azusa-pacific/boxscore/14399,,,,,USA,5/20/2026,5/20/2026,Azusa Pacific University,University of Indianapolis,4-3;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: Azusa Pacific University vs University of Indianapolis - Men,5/20/2026,"6-2, 6-4;","Derache, Mathieu",M,,,,,,,,,,"Brownlee, David Jame",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,University of Indianapolis,Azusa Pacific University,https://athletics.uindy.edu/sports/mens-tennis/stats/2025-26/azusa-pacific/boxscore/14399,,,,,USA,5/20/2026,5/20/2026,Azusa Pacific University,University of Indianapolis,4-3;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: Azusa Pacific University vs University of Indianapolis - Men,5/20/2026,"7-6(5), 6-7(6), 7-5;","Behrend, Ben",M,,,,,,,,,,"Matovic, Jovan",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Azusa Pacific University,University of Indianapolis,https://athletics.uindy.edu/sports/mens-tennis/stats/2025-26/azusa-pacific/boxscore/14399,,,,,USA,5/20/2026,5/20/2026,Azusa Pacific University,University of Indianapolis,4-3;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: Azusa Pacific University vs University of Indianapolis - Men,5/20/2026,"6-1, 6-7(7), 6-0;","Crespo, Joan",M,,,,,,,,,,"Shelbaya, Zaid",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Azusa Pacific University,University of Indianapolis,https://athletics.uindy.edu/sports/mens-tennis/stats/2025-26/azusa-pacific/boxscore/14399,,,,,USA,5/20/2026,5/20/2026,Azusa Pacific University,University of Indianapolis,4-3;,College,College
,Yellow,,#6 Singles,Singles,Dual Match: Azusa Pacific University vs University of Indianapolis - Men,5/20/2026,"6-0, 6-3;","Di Cursi, Lorenzo",M,,,,,,,,,,"Rudd-Hicks, Jacob",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,University of Indianapolis,Azusa Pacific University,https://athletics.uindy.edu/sports/mens-tennis/stats/2025-26/azusa-pacific/boxscore/14399,,,,,USA,5/20/2026,5/20/2026,Azusa Pacific University,University of Indianapolis,4-3;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: University of Chicago vs Claremont-Mudd-Scripps Colleges - Men,5/22/2026,"6-2, 6-4;","Sher, Ajer",M,,,,,,,,,,"Kim, Josh",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,University of Chicago,Claremont-Mudd-Scripps Colleges,https://cmsathletics.org/sports/mens-tennis/stats/2025-26/university-of-chicago/boxscore/10186,,,,,USA,5/22/2026,5/22/2026,University of Chicago,Claremont-Mudd-Scripps Colleges,4-3;,College,College
,Yellow,,#6 Singles,Singles,Dual Match: University of Chicago vs Claremont-Mudd-Scripps Colleges - Men,5/22/2026,"6-2, 6-1;","Liew, Christian",M,,,,,,,,,,"Settles, Caleb",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,University of Chicago,Claremont-Mudd-Scripps Colleges,https://cmsathletics.org/sports/mens-tennis/stats/2025-26/university-of-chicago/boxscore/10186,,,,,USA,5/22/2026,5/22/2026,University of Chicago,Claremont-Mudd-Scripps Colleges,4-3;,College,College
,Yellow,,#1 Doubles,Doubles,Dual Match: University of Tennessee vs Old Dominion University - Women,5/1/26,6-3;,"Mattioli, Francesca",F,,,,,"Suarez, Vanesa",F,,,,"Matushkina, Kira",F,,,,,"Matasova, Victoria",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,University of Tennessee,,Old Dominion University,Dual Match,University of Tennessee,Old Dominion University,https://utsports.com/sports/womens-tennis/stats/2025-26/old-dominion/boxscore/30068,,,,,USA,5/1/26,5/1/26,University of Tennessee,Old Dominion University,4-2;,College,College
,Yellow,,#2 Doubles,Doubles,Dual Match: University of Tennessee vs Old Dominion University - Women,5/1/26,6-1;,"Aulia, Catherine",F,,,,,"Britez Risso, Leyla",F,,,,"Markina, Marina",F,,,,,"Manzhos, Uladzislava",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,University of Tennessee,,Old Dominion University,Dual Match,University of Tennessee,Old Dominion University,https://utsports.com/sports/womens-tennis/stats/2025-26/old-dominion/boxscore/30068,,,,,USA,5/1/26,5/1/26,University of Tennessee,Old Dominion University,4-2;,College,College
,Yellow,,#3 Doubles,Doubles,Dual Match: University of Tennessee vs Old Dominion University - Women,5/1/26,3-5;,"Romanova, Ulyana",F,,,,,"Rasskouskaia, Lidiia",F,,,,"Scott, Katrina",F,,,,,"Thornton, Maeve",F,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,Old Dominion University,,University of Tennessee,Dual Match,Old Dominion University,University of Tennessee,https://utsports.com/sports/womens-tennis/stats/2025-26/old-dominion/boxscore/30068,,,,,USA,5/1/26,5/1/26,University of Tennessee,Old Dominion University,4-2;,College,College
,Yellow,,#1 Singles,Singles,Dual Match: University of Tennessee vs Old Dominion University - Women,5/1/26,"6-2, 6-1;","Scott, Katrina",F,,,,,,,,,,"Matushkina, Kira",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,University of Tennessee,Old Dominion University,https://utsports.com/sports/womens-tennis/stats/2025-26/old-dominion/boxscore/30068,,,,,USA,5/1/26,5/1/26,University of Tennessee,Old Dominion University,4-2;,College,College
,Yellow,,#2 Singles,Singles,Dual Match: University of Tennessee vs Old Dominion University - Women,5/1/26,"6-4, 2-6, 1-4;","Matasova, Victoria",F,,,,,,,,,,"Britez Risso, Leyla",F,,,,,,,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Old Dominion University,University of Tennessee,https://utsports.com/sports/womens-tennis/stats/2025-26/old-dominion/boxscore/30068,,,,,USA,5/1/26,5/1/26,University of Tennessee,Old Dominion University,4-2;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: University of Tennessee vs Old Dominion University - Women,5/1/26,"6-4, 6-3;","Romanova, Ulyana",F,,,,,,,,,,"Aulia, Catherine",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Old Dominion University,University of Tennessee,https://utsports.com/sports/womens-tennis/stats/2025-26/old-dominion/boxscore/30068,,,,,USA,5/1/26,5/1/26,University of Tennessee,Old Dominion University,4-2;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: University of Tennessee vs Old Dominion University - Women,5/1/26,"7-5, 6-1;","Suarez, Vanesa",F,,,,,,,,,,"Manzhos, Uladzislava",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,University of Tennessee,Old Dominion University,https://utsports.com/sports/womens-tennis/stats/2025-26/old-dominion/boxscore/30068,,,,,USA,5/1/26,5/1/26,University of Tennessee,Old Dominion University,4-2;,College,College
